file,text,confidence
nms_files/images/mss95-03_003_014_page_16.png,"AEROSOLIZED PENTAMIDINE FOR P. CARINII
pentamidine isethionate in 6 ml of distilled water
was inhaled for 35 to 40 minutes. In patients with
diffuse alveolar infiltrates, significantly higher
concentrations of aerosolized pentamidine reached the
airspaces than did the I.V. form of the drug; BAL
pentamidine concentrations in sediment were 9.34
31
1.74 ng/ml post-I.V. administration vs 705 ± 242
ng/ml post-aerosol (mean ± SEM, P < 0.05).³
Serum pentamidine levels were low or undetectable
after aerosolization. The large variation in BAL levels
following aerosol but not I.V. administration suggests
that the variability is due to aerosol deposition and
not to BAL technique.
31
32
Conte and colleagues, using another aerosol device
(the Ultra Vent nebulizer), have conducted a similar
study and reached similar conclusions. The
efficiency of the two nebulizers in the studies could
not be directly compared due to different methods
of BAL analysis.
33
Three pilot studies of aerosolized pentamidine as
treatment have been conducted. In one study,³
Montgomery and colleagues used 600 mg of
pentamidine in the Respirgard II nebulizer in order
to at least match the dose used in the pharmacokinetic
study cited earlier³¹ and to shorten the duration of
therapy. Montgomery et al had noted that aerosol
administration for longer than 30 minutes was not
well tolerated and that the nebulizer became
progressively less efficient. They estimated the
deposited dose to be between 30 and 60 mg because
the nebulizer probably delivers about 5 to 10% of
the dose to the lungs."" In this study, 15 AIDS patients
with initial episodes of mild to moderate PCP received
a 25-minute daily inhalation of aerosol pentamidine
for 21 days. Thirteen of the 15 patients responded
to therapy. In successfully treated patients, mean PaO2
was 67.9 torr before therapy and 80.1 torr after
therapy; mean vital capacity was 50.8% of predicted
value before therapy and 67.9% of predicted value
after therapy. No adverse systemic reactions (such
as renal, liver, and hematologic abnormalities,
hypoglycemia, or hypotension) were observed during
therapy. Serum pentamidine concentrations were less
than 10 ng/ml in 12 of 14 patients. In two patients,
serum pentamidine concentrations were 22 and 32
ng/ml at the end of therapy. Coughing was noted
in 12 patients and was successfully treated in 9 patients
by administration of an aerosolized bronchodilator
prior to aerosolization of pentamidine or by lowering
680
the gas flowrate to the pentamidine aerosol delivery
device. 33 Three patients who had persistent cough
had a history of bronchospasm or smoking. After
one year of follow-up, only two relapses have
occurred.
32
In a second study, Conte and colleagues studied
inhaled or reduced-dose pentamidine for treatment
of PCP.32 Nine of the 13 patients inhaling aerosolized
pentamidine for treatment of mild PCP had a
satisfactory response in this study; three patients could
not be evaluated due to early withdrawal, and one
had treatment failure. Two of the nine patients who
could be evaluated had neutropenia, but these patients
had been receiving zidovudine (azidothymidine,
AZT) and had low pretreatment leukocyte counts.
Other mild adverse reactions involved cough,
bronchospasm, rash in one patient, and temperature
elevations. The nebulizer (Ultra Vent) dose was 4
mg/kg body weight; this was nebulized over a 30-
to 60-minute period."" Serum pentamidine concen-
trations were greater than 20 ng/ml in 5 of 13 patients.
The higher serum pentamidine concentrations in this
study as compared to that of Montgomery and
colleagues are unexplained but may be due to the
increased airway deposition, resulting in systemic
absorption. Three of the successfully treated patients
experienced early relapse. Based on dose, duration
of treatment, particle size, deposition estimates, higher
nebulizer flowrate, and lack of a nebulizer reservoir,
the total dose delivered to the alveoli in this study
was probably one half to one fourth the dose used
by Montgomery and colleagues; whether this explains
the difference in patient outcome in the two studies
is not known.
The third study was by Godfrey-Faussett and
colleagues. An acorn nebulizer (System 22) that
lacks a drug reservoir was used with or without a
bead filter at two different doses in 13 patients (4
mg/kg in the first 6 patients and 8 mg/kg in the
other 7 patients). Only two patients responded; the
others were removed for failure to respond or cough.
The MMAD of aerosol from their nebulizer system
was 1.3 for the first 10 patients and 0.8 for
the remainder. They concluded that the optimum
characteristics of the best delivery system need to
be determined prior to recommendation that
aerosolized pentamidine be used for treatment.
Other side effects of aerosolized pentamidine
therapy include hypoglycemia, reported in one patient
34
RESPIRATORY CARE AUGUST '88 Vol 33 No 8",0.9776808023452759
nms_files/images/ucsf_mss95-04_001_033_page_9.png,"Board/Structure Discussion
As per last month's plan, the membership in attendance spent an
hour further discussing several items related to the new Board and
its structure as well as the overall agency structure (see last
month's minutes for a copy of the structure as outlined in the by-
laws).
Discussion began with a report of a meeting between local Board
members and Venus Medina, a Washington-based staff person with
National AIDS Network. She supervises projects in L.A., Boston
and Phoenix and has access to RFP's nationwide. She offers the
Board her fundraising skills, proposal writing skills and national
information. She seems very energetic and committed to helping
WAN in any way she can.
Next the group moved to a discussion of the relationship between
the general membership and the Board. There were mixed opinions
about what the membership intended for the Board. Some saw the
Board as a practical body the carry out, on a daily basis, the
operations of WAN while others felt the Board was merely a
necessary legal entity. There was general concern that the power
stay with the membership and that the Board work for the main
body. Several items were seen as crucial to structuring the Board
in a way that works. These include: that the Board is made up of
members we trust to carry out the interests of the larger body,
and that they can be removed if they do not; that the Board
memebrs are people who have agreed to give a larger segment of
their time to WAN; that WAN already has a statement of mission,
priorities and goals which the Board will follow. Members felt
strongly that Board meetings should be open and that members
should be informed of the agenda in advance. After much
discussion, there was general agreement that the Board would carry
out the work of the body, that they would spend more time looking
into issues and bringing recommendations to the main body, that
they might be thought of as a ""central committee"" (a smaller group
comprised of members) and that they would eventually be
responsible for overseeing personnel issues. Many members also
felt it was important that, although the Board is directly
accountable to the membership, it also needs to have some defined
autonomy and power. A slightly altered Board and membership
structure was proposed (see attached) which was generally
approved. At this point in the discussion, it was proposed and
accepted that the Board members meet and discuss their function,
then come back to the body with their thoughts.
The membership also wanted the Board to prioritize a few items for
discussions along with structure. These included electing
officers and adding an HIV+ member in one of the 6 auxiliary
positions.
A few items were postponed until after the Board meeting. These
included future funding/operating budget and program and
administrative committees.
The Board meeting will take place:
October 27, 10am-12pm
333 Valencia St.",0.9895201921463013
nms_files/images/ucsf_mss94-55_001_006_page_17.png,"19
мо
yes
по!
refer to bound
With all the news and activity lately about the FDA, and assuming
that they will soon visit us and that they may do/say/ask for something, I
would like to see the board discuss possible approaches to dealing with
them. Lewin says that the local San Diego FDA rep asked Tom Hansen
about his contacts for pharmacetuicals from Mexico. They may ask us the
same and I think we should discuss how we would like to respond to them
about it. I also think that we should be in touch with other clubs about it
and share our conversations with each other. Ken Reiche of the Boulder
Buyer's Club suggested a conference call among the buyer's clubs.
Notes for Board Mtg of 10/16/91
FDA
My personal opinion is that we should have a friendly and open
attitude, but tell them very little, and refuse to be regulated. That last
may require lot of networking and support-building to be successful.
Our mission is to get therapies to people, not to follow government
guidelines.
See the attached sheet for suggestions from Curtis Ponzi.
The AIDS Project East Bay wants someone to talk for 1/2 hour about
alternative therapies / Buyer's Clubs at a training for their volunteers on
a Saturday in November in Oakland. If anyone is interested, call Nisa at
834-8181. If not, we can send her information to hand out. She needs to
know by Monday, 10/21.
нологаний ??
Referrals to Q Clinics - Did we ever decide what to do about giving out the
phone numbers of the guerilla Q clinic#? If so, what? If not...?
Jim Beale's
Personnel Policy
Paid lunch breaks? If so, 1/2 or 1 hour? We currently do not get
paid for lunch breaks.
If lunch breaks are paid, do we have the option of taking the lunch
breaks and 10 minute breaks at the end of the day so that we can leave
earlier, ie. can we skip the breaks but get paid for the time?
(OVER)
q",0.8442179560661316
nms_files/images/ucsf_mss94-55_001_006_page_16.png,"Jerry
warloup
л
MOTION
DOC
adjusted when
reflect current price
it sept 11
Tor
Tomas
Jerry suggestal
-
will remain
حصرا
сений, писа
will be
L.C. / PRES
реше
lathe anive to
Ken Macauley 6212424
TOMAS UP, JITR
003
Motion Spend up to 700 for fax + Seso
Cont
003",0.6860071420669556
nms_files/images/ucsf_mss95-04_001_033_page_8.png,"DPH Conference Report
Teri Moore reported on the recent DPH conference. She was alarmed
by the statistics regarding women and children. (These are
available on cassette and slides with Pat Evans) The content of
the conference she found disappointing in that San Francisco is
the model for many programs currently beginning to be applied to
smaller communities. Therefore, the conference held little new
information for SF based workers. There were lots more workshops
related to women this year. Children, however, are still a
largely ignored population.
Montreal/ San Francisco AIDS Conferences
WAN has heard that the planners of the 1990 International AIDS
Conference in San Francisco are planning very little or no
community involvement and that the one presentation geared towards
the general community is currently planned for the morning of the
SF Gay Freedom Day Parade. Many members in attendance expressed
outrage at this if, in fact, it is true. The group felt that we
must begin now to make our voices heard to assure community
involvement and social services information be included in the
conference. Montreal has responded to community concerns and
seems to be planning a broadbased and inclusive conference. It
makes no sense that San Francisco, the hub of AIDS acitivity, do
less.
A few suggestions were offered to begin dealing with this issue.
First, John Ziegler and Paul Volberding (two of the main
conference planners) will be invited to a WAN meeting to discuss
our concerns and find out what they have planned. Second, a
committee will be formed not only to plan this meeting but to make
our voice heard in relation to the conference. We will pass on
further information as we receive it.
Legislative Updates (102/96)
Many people in the know still believe 102 will pass in the
November election. This would be disastrous for the HIV affected
community. A group working to defeat both bills meets every
Wednesday at 7:30, 25 Van Ness Ave. in SF. Please try to attend
the fundraisers and get involved to defeat these very frightening
bills! Although the focus has been largely on 102, it is very
important to continue to talk about 96, which more specifically
affects people of color and those accused of crimes.
In another development in the legislature, the Waxman Bill,
including as one of its provisions mandatory testing of
prostitutes, has now passed both the Senate and the House.
Legislative Committee Meetings
The group felt it was very important for the legislative committee
to become more active given 102 and 96. Ellice Parker, Priscilla
Alexander and Linda Kearney will meet and begin work.",0.9904007911682129
nms_files/images/mss95-03_003_014_page_17.png,"AEROSOLIZED PENTAMIDINE FOR P. CARINII
the episode. The number of relapses in the control
group has been 37, compared to 6 in the 152 patients
receiving aerosolized pentamidine (P < 0.01). The
efficacy over longer periods and toxicity other than
airway irritation of each dosing group have yet to
be determined.
50
In another San Francisco study, Fallat and
colleagues have treated 211 patients with a dose
of 30 mg of aerosolized pentamidine delivered by
the Fan Jet nebulizer."" These investigators have
estimated that relapse was delayed an average of 5
months in their patients."" Lowery and colleagues
have reviewed the radiographic pattern of relapse
patients on aerosol pentamidine and found a striking
increase of relapses in the upper lobes. This
correlates with the predicted deposition of most of
the drug in the lower lobes and suggests that patients
respond to the aerosol. In order to achieve more even
distribution of the aerosol throughout all lung zones,
it may be efficacious to have the patient breathe at
a est rate, breathe higher doses, and/or periodically
breathe from residual volume during the aerosol
administration.""
50
Other data on aerosol prophylaxis have been
reported by Bernard and colleagues from Sloan
Kettering Medical Center."" Aerosolized pentamidine
has been administered using a Siemens ""Green
Machine""* hand-held ultrasonic nebulizer in this
protocol. In the first trials, 30 mg of pentamidine
was administered bi-weekly; in the next set of trials,
patients were randomized to 30, 45, or 60 mg weekly
for the first month and then bi-weekly. The 30-
and 45-mg doses were discontinued because of
prophylaxis breakthrough. They reported that a total
of 120 patients with AIDS and PCP had been treated
for an average of 5 months. Five episodes of PCP
have been reported in patients receiving 30 mg, two
episodes in patients receiving 45 mg, and one episode
in patients receiving 60 mg. It is unclear how much
of the pentamidine actually reached the lung periphery
of these patients since the ""Green Machine"" ultrasonic
nebulizer used in this study produces a median particle
size 12 (Table 1). Because of this large particle
H
""Green Machine"" is a nickname bestowed on the device by
researchers, not a commercial name. The nebulizer is not
available in the U.S., and Siemens would not recognize the
name..
692
22,25,26
size, most of the drug probably is delivered to the
oropharynx. Bernard and colleagues are now
doing dose-ranging studies with a Fisoneb ultrasonic
nebulizer.
The optimal dose, particle size, and frequency of
administration for prophylactic aerosol pentamidine
are not known. A change in the distribution, severity
of occurrence, and frequency is apparent even at low
doses delivered to the alveoli, but whether higher
doses prove more efficacious without significant side
effects is yet to be determined. It will be difficult
to compare specific doses with those achieved at other
centers using different nebulizers because the amount
of pentamidine deposited in the alveoli is so dependent
upon equipment and patient factors. Furthermore,
uncontrolled studies may involve patients with
different rates of relapse because the incidence of
recurrent PCP is dependent on time between episodes
of PCP and the start of prophylaxis. 52
Administration
Lypholized pentamidine must be reconstituted with
sterile water, because saline solutions cause the
pentamidine to precipitate out of solution. We have
chosen the volume of the diluent to be 6 ml because
100 mg/ml is the saturation concentration, and also
to standardize therapy. After reconstitution, pentam-
idine is stable at 20°C for 24 hours, at 4°C for 104
hours, and at -10°C for 5 months (Abu Alam PhD,
LyphoMed Inc: unpublished data).
We cannot comment on other nebulizer systems
used to deliver aerosolized pentamidine because we
have personal experience with only the Respirgard
II Nebulizer System. However, if one uses the
Respirgard II Nebulizer System, the nebulizer flowrate
should be 5-7 L/min using a pressure-compensated
flowmeter attached to a 50-psi dry-gas source; this
generates a nebulizer-line pressure of 20 to 25 psi.
If the 50-psi dry-gas source is not available for
prophylactic administration of non-acutely ill patients,
we recommend the BUNN BA 400 air compressor or
equivalent with a variable pressure (20-50 psi)
regulating knob. The Respirgard II Nebulizer System
should be attached to a PALL BRO-1 nebulizer-line
bacterial filter or equivalent, which is attached to
a nipple adapter on the oxygen DISS connector of
the air compressor. The variable-psi knob must be
adjusted between 23 and 25 psi to match the pressure",0.9117760062217712
nms_files/images/ucsf_mss94-55_001_006_page_9.png,"Tomás Fábregas
ACT UP/GOLDEN GATE
Fundraising Committee
519 Castro St.
San Francisco, CA 94114
March ??, 1991
Dear Gentlepersons:
We have not yet met. My name is Tomas Fabregas and I have AIDS.
Almost two years ago I was diagnosed with AIDS during my second semester at
Berkeley's Graduate School of Business. The diagnosis was quite a surprise. It
certainly helped redirect my energies away from the pursuit of an investment banking
career and into ending the AIDS epidemic.
During the last two years, I have learned a lot about AIDS. This knowledge,
acquired through reading and participation in scientific conferences on AIDS, has
enabled me to actively contribute to the solution of the AIDS epidemic. In May I
will be finishing my MBA, and I am planning to apply the skills learned in school to
the search for an answer. But I need your help, we need your help.
ACT UP/GOLDEN GATE is a non-partisan charitable organization committed
to ending the AIDS epidemic. Since the creation of ACT UPs all over the world,
much progress has been made in speeding up research and drug approval, and in
making experimental drugs available to those who need them.
The AIDS epidemic is unlike other diseases in that its brunt has been borne by
young people. Instead of giving up in despair, many people with AIDS (PWAs) have
become involved in being a part of the solution of this epidemic. People with AIDS
and AIDS activists are breaking historic new ground. Never before have those
affected by a devastating life-threatening disease organized to bring about change the
way science is conducted. Thanks to this active participation in the halls of science,
pressure has built for faster access to experimental treatments for people who are
failing standard therapies. Today, more than 11,000 people with AIDS who have
failed AZT are receiving DDI even though the drug has not yet been approved by
FDA bureaucrats. DDI is not a cure for AIDS, but it is keeping people alive while
waiting for more effective, less toxic drugs.
Since 1989, people with AIDS and AIDS activists have been key participants in
national and international AIDS conferences. ACT UP/GOLDEN GATE is looking
for sponsors willing to defray the cost of sending 10 people with AIDS and AIDS
activists to the three AIDS Clinical Trial Group (ACTG) meetings held each year,
and to the 7th International AIDS Conference that will take place in Florence (Italy)
between the 16th and the 21st of June.
The ACTG is the government network for AIDS research. The ACTG
program has been dysfunctional since its creation, spending too much money on AZT",0.987217903137207
nms_files/images/mss95-03_003_014_page_15.png,"AEROSOLIZED PENTAMIDINE FOR P. CARINII
Conventional and Experimental
Systemic Therapy
6
Two drugs, trimethoprim-sulfamethoxazole (TMP-
SMX) and pentamidine isethionate, have been
conventional therapy for PCP TMP-SMX is
administered intravenously (I.V.) or orally, whereas
pentamidine isethionate is usually administered I.V.
or intramuscularly (IM). Both intravenous pentam-
idine and TMP-SMX are at least 80% effective in
the treatment of first-time episodes of PCP in patients
with AIDS.' However, both conventional therapies
have a 50% or greater incidence of adverse reactions
that necessitate a change in drug therapy.""
7-9
10,11
Common adverse reactions seen with administra-
tion of TMP-SMX involve rash, fever, nausea,
leukopenia, thrombocytopenia, and hepatitis."". The
adverse effects of parenteral pentamidine include pain,
swelling, and sterile abscesses at the site of IM
injection, and thrombophlebitis and urticarial
eruptions with I.V. administration. 10.11 Severe
hypotension may develop with a single IM dose or
after rapid I.V. infusion."" Hypoglycemia has been
reported in up to 62% of patients;"" subsequent
diabetes mellitus occurs rarely."" Impaired renal
function has been described in up to 25% of patients
receiving systemic pentamidine. Other side effects
attributed to pentamidine include elevated liver
enzymes, neutropenia, thrombocytopenia, fever,
hypocalcemia, hallucinations, arrhythmias, and
pancreatitis.""
11,12
Although not approved by the Food and Drug
Administration (FDA), oral dapsone-trimethoprim
has been shown to be as effective as, but less toxic
than, oral TMP-SMX in AIDS patients with first-
time episodes of PCP of mild severity in both a pilot
study and a double-blind trial."" The adverse
reactions seen with dapsone-trimethoprim are nausea,
vomiting, skin rash, decreased hematocrit, elevated
creatinine, methemoglobinemia, elevated liver
enzymes, neutropenia, and thrombocytopenia.
13
13.14
Trimetrexate is another experimental agent for PCP
that has been approved by the FDA for use on a
compassionate basis. Trimetrexate is a potent inhibitor
of mammalian and protozoal dihydrofolate reduc-
tase.¹5 Due to its solubility in lipids, this agent easily
enters both the protozoan and mammalian cells.
16
rate.
antifolate effects."" Leucovorin; which is not lipid-
soluble, is actively transported into mammalian cells
but not into P. carinii cells."" A pilot study with
trimetrexate-leucovorin and trimetrexate-leucovorin
with sulfadiazine revealed a 70% positive-response
16 Adverse reactions were less severe in the
trimetrexate-leucovorin therapy than in conventional
therapy, but they were similar to the reactions to
TMP-SMX in patients receiving trimetrexate-
leucovorin with sulfadiazine."" Adverse reactions seen
with trimetrexate-leucovorin are neutropenia,
thrombocytopenia, elevated creatinine, elevated liver
enzymes, and rash. Particularly proming results
were seen in salvage therapy after failure to respond
to standard therapy. Eleven of 16 patients survived,
a considerable improvement compared with what has
been reported in similar patients in other studies.
Patients who received trimetrexate-leucovorin alone
as initial therapy had a significant relapse rate of PCP
within 6 weeks of ending therapy.""
16
+
Aerosol Pentamidine Therapy
,17,18
Because of the high frequency of adverse reactions
seen with current therapies for PCP, novel therapies
are needed. Two approaches are possible: use new
agents as noted earlier or target delivery of known
agents. Due to the intra-alveolar location of P. carinii,
aerosolization of pentamidine should provide an
effective, site-specific, and hence less-systemically
toxic method of therapy or prophylaxis."" Studies
of aerosolized pentamidine in rats with PCP have
documented efficacy in both prophylaxis and
treatment and suggest that the half-life of the drug
is long-probably weeks-with increased clearance
in ill animals. Debs and colleagues reported
negligible clearance in 48 hours in normal mice,'
in rats the elimination half-life from the lungs has
been reported to be 36 days.20 A recent study of
prolonged tissue concentrations after parenteral
administration in AIDS patients suggests that an
effective aerosol-delivery device should achieve high
lung concentrations of pentamidine.²
17
21
17-19.
Pentamidine has been nebulized only as a
heterodispersed aerosol. Aerosol size is described by
mass median aerodynamic diameter (MMAD), and
the size range is described by geometric standard",0.9173189401626587
nms_files/images/ucsf_mss94-55_001_006_page_14.png,"5-288-91
Personnel - Motion
-
T
150
180
26
108
360
3680
to 1340
•T. O convor Barry Ted tewin
omotion to pare & salay
C
1 title charged to Managing
director è attendent répponsibities
ē
motions - Board rejubiles who foll
consultants be reimbursed & Ehr
in
as",0.6983147859573364
nms_files/images/ucsf_mss94-55_001_006_page_28.png,"HAF has taken the following actions regarding ddC
1) HAF will notify all clients of the test results released by the FDA
concerning lot numbers 119153 & 1291125. This information will also be
available on the premises.
2) HAF feels compelled to investigate other sources of ddC, complying
with strict methods of quality control. We will either be testing ddC
individually or in conjunction with other buyer's clubs. This will be in
addition to the quality controls instituted by the manufacturer.",0.9865138530731201
